state.abb,name,"Poverty Estimate, All Ages","Poverty Percent, All Ages","Poverty Estimate, Age 0-17","Poverty Percent, Age 0-17",Median Household Income,
GA,Burke County,5264.00,21.80,1742.00,29.50,49431.00,
GA,Butts County,3119.00,13.20,1018.00,19.10,62231.00,
GA,Calhoun County,1282.00,33.90,322.00,38.30,39681.00,
GA,Camden County,6772.00,12.40,2256.00,16.70,67628.00,
GA,Candler County,1974.00,18.50,864.00,30.90,44493.00,
GA,Carroll County,15981.00,13.20,4958.00,17.20,69924.00,
GA,Catoosa County,7508.00,11.00,2084.00,14.00,66918.00,
GA,Charlton County,2345.00,22.90,634.00,28.20,48147.00,
GA,Chatham County,45884.00,15.90,12598.00,20.90,64029.00,
GA,Chattahoochee County,1029.00,15.60,314.00,15.90,57507.00,
GA,Chattooga County,4271.00,18.10,1305.00,24.30,50714.00,
GA,Cherokee County,15654.00,5.60,4125.00,6.60,99932.00,
GA,Clarke County,31580.00,26.50,5268.00,24.90,49832.00,
GA,Clay County,700.00,25.10,219.00,38.60,37961.00,
GA,Clayton County,42575.00,14.60,15353.00,19.70,57625.00,
GA,Clinch County,1410.00,21.50,453.00,27.30,45595.00,
GA,Cobb County,61108.00,8.00,16420.00,9.70,96798.00,
GA,Coffee County,7959.00,19.90,2686.00,25.90,48792.00,
GA,Colquitt County,10128.00,22.60,3608.00,31.40,49214.00,
GA,Columbia County,11298.00,7.00,3313.00,8.40,94224.00,
GA,Cook County,3527.00,20.60,1233.00,28.80,44476.00,
GA,Coweta County,11387.00,7.50,3451.00,10.10,87618.00,
GA,Crawford County,2034.00,16.90,559.00,23.30,60295.00,
GA,Crisp County,4833.00,25.10,1719.00,37.50,43884.00,
GA,Dade County,1745.00,11.30,429.00,14.20,59708.00,
GA,Dawson County,2398.00,8.00,651.00,11.10,84551.00,
GA,Decatur County,6363.00,22.60,2248.00,32.40,46455.00,
GA,DeKalb County,101463.00,13.50,32033.00,19.20,76736.00,
GA,Dodge County,4391.00,24.40,1211.00,33.30,43783.00,
GA,Dooly County,2155.00,23.70,536.00,32.30,46191.00,
GA,Dougherty County,22306.00,27.70,8106.00,41.30,42629.00,
GA,Douglas County,14898.00,10.20,5239.00,14.40,79242.00,
GA,Early County,2461.00,23.70,909.00,35.80,43417.00,
GA,Echols County,774.00,21.10,282.00,30.20,47195.00,
GA,Effingham County,5859.00,8.60,1812.00,10.10,88111.00,
GA,Elbert County,3171.00,16.20,1135.00,26.30,49220.00,
GA,Emanuel County,4490.00,20.80,1565.00,28.00,46975.00,
GA,Evans County,2186.00,21.60,804.00,30.70,45163.00,
GA,Fannin County,2932.00,11.40,696.00,18.10,60604.00,
GA,Fayette County,7155.00,5.90,2120.00,7.80,109358.00,
GA,Floyd County,14366.00,15.10,3876.00,17.80,56651.00,
GA,Forsyth County,10836.00,4.10,2701.00,4.00,130909.00,
GA,Franklin County,3731.00,16.00,1043.00,20.20,49940.00,
GA,Fulton County,133088.00,12.70,38021.00,17.40,89798.00,
GA,Gilmer County,4480.00,14.00,1194.00,20.70,68294.00,
GA,Glascock County,400.00,13.90,114.00,18.60,55539.00,
GA,Glynn County,11354.00,13.70,3551.00,20.90,63532.00,
GA,Gordon County,6721.00,11.50,1994.00,15.10,63946.00,
GA,Grady County,5587.00,21.60,2041.00,32.60,48548.00,
GA,Greene County,2716.00,13.60,819.00,23.90,74488.00,
GA,Gwinnett County,86107.00,8.90,27003.00,10.90,83918.00,
GA,Habersham County,6213.00,13.80,1626.00,15.80,62428.00,
GA,Hall County,24679.00,11.70,8581.00,17.30,76789.00,
GA,Hancock County,1912.00,26.50,461.00,37.90,38570.00,
GA,Haralson County,4682.00,15.10,1442.00,19.30,57912.00,
GA,Harris County,3235.00,9.00,797.00,10.40,90636.00,
GA,Hart County,3711.00,14.20,1082.00,20.40,56137.00,
GA,Heard County,1727.00,14.90,562.00,21.20,56724.00,
GA,Henry County,19857.00,8.00,7149.00,11.70,82379.00,
GA,Houston County,17991.00,10.70,6626.00,15.60,71237.00,
GA,Irwin County,1676.00,19.10,557.00,27.90,49224.00,
GA,Jackson County,6088.00,7.30,2038.00,9.90,82138.00,
GA,Jasper County,2038.00,12.90,674.00,18.70,63718.00,
GA,Jeff Davis County,2995.00,20.20,1062.00,28.60,46143.00,
GA,Jefferson County,3511.00,23.70,1176.00,33.80,44459.00,
GA,Jenkins County,2070.00,27.90,585.00,34.80,41830.00,
GA,Johnson County,2033.00,27.30,529.00,32.70,42603.00,
GA,Jones County,3243.00,11.50,1018.00,16.00,65515.00,
GA,Lamar County,2442.00,13.00,784.00,19.20,61542.00,
GA,Lanier County,1878.00,19.20,633.00,27.00,50671.00,
GA,Laurens County,10450.00,21.40,3679.00,30.70,47918.00,
GA,Lee County,3360.00,10.30,1116.00,13.10,84260.00,
GA,Liberty County,9160.00,14.40,3562.00,19.40,59807.00,
GA,Lincoln County,1201.00,15.40,363.00,24.70,69776.00,
GA,Long County,2550.00,14.20,1010.00,20.30,71285.00,
GA,Lowndes County,17678.00,15.40,5541.00,19.30,52623.00,
GA,Lumpkin County,3740.00,12.10,802.00,13.90,71486.00,
GA,McDuffie County,3798.00,17.70,1385.00,26.20,50593.00,
GA,McIntosh County,1893.00,17.00,522.00,30.80,51411.00,
GA,Macon County,2365.00,23.80,699.00,32.80,40089.00,
GA,Madison County,3809.00,12.20,1059.00,14.70,58789.00,
GA,Marion County,1423.00,19.40,450.00,30.00,47174.00,
GA,Meriwether County,3435.00,16.60,1158.00,26.80,53019.00,
GA,Miller County,1292.00,22.90,369.00,28.40,45201.00,
GA,Mitchell County,4470.00,22.70,1541.00,32.80,45296.00,
GA,Monroe County,3208.00,11.40,881.00,14.80,76428.00,
GA,Montgomery County,1602.00,20.20,495.00,28.90,48356.00,
GA,Morgan County,2337.00,11.20,714.00,15.60,74340.00,
GA,Murray County,5332.00,13.30,1787.00,19.10,62109.00,
GA,Muscogee County,35163.00,17.80,12594.00,25.60,53740.00,
GA,Newton County,14313.00,12.30,5371.00,18.50,72128.00,
GA,Oconee County,2583.00,6.00,690.00,6.20,114758.00,
GA,Oglethorpe County,1954.00,12.70,589.00,18.30,62504.00,
GA,Paulding County,14003.00,7.90,4178.00,9.40,87459.00,
GA,Peach County,5008.00,18.40,1516.00,25.90,58471.00,
GA,Pickens County,3684.00,10.70,943.00,14.90,71955.00,
GA,Pierce County,3338.00,16.70,1075.00,22.00,52695.00,
GA,Pike County,1709.00,8.70,504.00,10.90,80626.00,
GA,Polk County,6441.00,14.90,2138.00,19.80,54894.00,
GA,Pulaski County,1693.00,19.60,438.00,25.50,46975.00,
GA,Putnam County,3027.00,13.30,946.00,21.90,62241.00,
GA,Quitman County,501.00,22.30,140.00,34.50,41516.00,
GA,Rabun County,2160.00,12.70,501.00,19.40,63387.00,
GA,Randolph County,1635.00,27.40,501.00,39.80,39188.00,
GA,Richmond County,35823.00,18.40,12107.00,26.40,50079.00,
GA,Rockdale County,10561.00,11.20,3967.00,18.00,71984.00,
GA,Schley County,693.00,15.40,236.00,22.30,57510.00,
GA,Screven County,2572.00,18.80,819.00,29.80,52713.00,
GA,Seminole County,2090.00,23.20,626.00,35.30,45223.00,
GA,Spalding County,13102.00,19.30,4917.00,31.30,55086.00,
GA,Stephens County,3587.00,13.70,1194.00,20.50,51980.00,
GA,Stewart County,1010.00,25.90,206.00,37.80,41158.00,
GA,Sumter County,6101.00,22.30,2148.00,33.50,44677.00,
GA,Talbot County,1192.00,20.80,327.00,35.50,45163.00,
GA,Taliaferro County,315.00,20.00,88.00,30.70,42138.00,
GA,Tattnall County,4732.00,23.50,1382.00,28.60,47401.00,
GA,Taylor County,1708.00,22.50,495.00,33.50,44035.00,
GA,Telfair County,2834.00,30.60,647.00,35.00,41547.00,
GA,Terrell County,2462.00,29.20,897.00,47.70,53281.00,
GA,Thomas County,8921.00,19.80,2829.00,26.80,52236.00,
GA,Tift County,6697.00,16.60,2392.00,23.50,52962.00,
GA,Toombs County,5593.00,21.10,1955.00,28.00,45125.00,
GA,Towns County,1597.00,12.90,333.00,19.90,59273.00,
GA,Treutlen County,1297.00,21.70,438.00,30.80,43533.00,
GA,Troup County,12263.00,17.80,4411.00,26.50,55852.00,
GA,Turner County,2218.00,25.50,777.00,35.60,40865.00,
GA,Twiggs County,1605.00,21.20,462.00,32.80,48772.00,
GA,Union County,2665.00,10.30,650.00,16.50,64588.00,
GA,Upson County,5780.00,20.90,1798.00,28.60,48061.00,
GA,Walker County,9937.00,14.80,2849.00,19.90,53407.00,
GA,Walton County,11458.00,11.30,3502.00,14.70,83037.00,
GA,Ware County,5943.00,17.60,2416.00,27.60,48245.00,
GA,Warren County,1189.00,23.40,388.00,37.50,44367.00,
GA,Washington County,3949.00,22.00,1264.00,30.10,48462.00,
GA,Wayne County,5136.00,17.80,1839.00,25.00,51102.00,
GA,Webster County,421.00,18.10,119.00,29.30,45987.00,
GA,Wheeler County,1565.00,31.10,365.00,31.40,35952.00,
GA,White County,3391.00,12.10,925.00,17.10,62100.00,
GA,Whitfield County,13161.00,12.90,4320.00,17.10,61680.00,
GA,Wilcox County,1790.00,26.40,497.00,30.90,44905.00,
GA,Wilkes County,1766.00,18.60,550.00,28.20,47377.00,
GA,Wilkinson County,1456.00,17.00,492.00,26.30,49648.00,
GA,Worth County,4499.00,22.20,1421.00,32.40,48956.00,
HI,Hawaii,140871.00,10.00,34939.00,12.10,93683.00,
HI,Hawaii County,29609.00,14.60,7916.00,18.80,71143.00,
HI,Honolulu County,89980.00,9.30,21616.00,10.90,96304.00,
HI,Kalawao County,.,.,.,.,.,
HI,Kauai County,6620.00,9.10,1684.00,11.00,81939.00,
HI,Maui County,14663.00,9.00,3723.00,11.10,89794.00,
ID,Idaho,198979.00,10.50,56199.00,12.30,72634.00,
ID,Ada County,40623.00,8.00,9407.00,8.40,87748.00,
ID,Adams County,579.00,12.10,161.00,19.40,56374.00,
ID,Bannock County,11147.00,12.70,3375.00,15.30,62120.00,
ID,Bear Lake County,641.00,9.60,234.00,13.20,66006.00,
ID,Benewah County,1483.00,14.40,447.00,19.40,56188.00,
ID,Bingham County,5825.00,11.80,2138.00,14.90,70052.00,
ID,Blaine County,1700.00,6.90,350.00,7.50,98707.00,
ID,Boise County,808.00,9.70,183.00,14.70,74121.00,
ID,Bonner County,6258.00,12.30,1491.00,15.30,64860.00,
ID,Bonneville County,13653.00,10.70,4614.00,12.20,74505.00,
ID,Boundary County,1644.00,12.40,583.00,18.70,62801.00,
ID,Butte County,399.00,14.90,130.00,21.70,57085.00,
ID,Camas County,108.00,9.40,34.00,13.60,73311.00,
ID,Canyon County,25965.00,10.50,8296.00,12.70,70594.00,
ID,Caribou County,689.00,9.70,238.00,12.10,70354.00,
ID,Cassia County,2926.00,11.60,1111.00,14.30,68170.00,
ID,Clark County,116.00,14.50,43.00,22.40,53366.00,
ID,Clearwater County,1208.00,14.50,280.00,22.20,57081.00,
ID,Custer County,575.00,12.90,139.00,19.10,57405.00,
ID,Elmore County,3004.00,10.60,1021.00,14.80,63009.00,
ID,Franklin County,1203.00,8.00,450.00,9.90,71669.00,
ID,Fremont County,1580.00,11.70,519.00,16.60,61115.00,
ID,Gem County,2589.00,12.90,838.00,19.20,60771.00,
ID,Gooding County,2083.00,13.30,666.00,16.80,59838.00,
ID,Idaho County,2161.00,12.60,589.00,17.50,60907.00,
ID,Jefferson County,2774.00,8.40,1030.00,9.60,76474.00,
ID,Jerome County,2924.00,11.70,1100.00,15.00,61509.00,
ID,Kootenai County,18165.00,10.00,4702.00,11.80,75583.00,
ID,Latah County,6179.00,16.10,861.00,11.30,60108.00,
ID,Lemhi County,1146.00,14.00,295.00,20.50,55554.00,
ID,Lewis County,592.00,15.80,183.00,22.20,55128.00,
ID,Lincoln County,569.00,10.80,209.00,15.40,61658.00,
ID,Madison County,8668.00,21.60,1356.00,12.40,52224.00,
ID,Minidoka County,2727.00,12.30,956.00,15.40,60834.00,
ID,Nez Perce County,4444.00,10.60,1207.00,13.60,65558.00,
ID,Oneida County,506.00,10.80,172.00,13.80,66175.00,
ID,Owyhee County,1632.00,13.10,586.00,19.40,57142.00,
ID,Payette County,3132.00,11.70,972.00,14.60,61725.00,
ID,Power County,1112.00,13.90,419.00,17.60,57426.00,
ID,Shoshone County,1834.00,13.30,558.00,19.20,47005.00,
ID,Teton County,919.00,7.40,258.00,9.60,95580.00,
ID,Twin Falls County,10192.00,11.10,3320.00,13.70,63860.00,
ID,Valley County,946.00,7.70,223.00,10.20,74166.00,
ID,Washington County,1548.00,14.20,456.00,19.00,55072.00,
IL,Illinois,1465724.00,11.90,421492.00,15.70,76744.00,
IL,Adams County,8475.00,13.40,2460.00,17.40,61747.00,
IL,Alexander County,1120.00,23.40,383.00,37.20,41378.00,
IL,Bond County,1701.00,12.00,470.00,16.00,66071.00,
IL,Boone County,4790.00,9.10,1488.00,12.20,83695.00,
IL,Brown County,637.00,13.90,127.00,12.10,78081.00,
IL,Bureau County,4064.00,12.60,1154.00,17.40,63042.00,
IL,Calhoun County,445.00,10.40,110.00,12.80,68525.00,
IL,Carroll County,1828.00,12.80,494.00,18.00,64157.00,
IL,Cass County,1474.00,11.80,470.00,15.70,62129.00,
IL,Champaign County,36364.00,19.00,6286.00,16.60,61205.00,
IL,Christian County,4747.00,15.60,1307.00,21.20,56888.00,
IL,Clark County,1703.00,11.40,498.00,14.90,63655.00,
IL,Clay County,1737.00,13.50,518.00,17.90,55282.00,
IL,Clinton County,2901.00,8.20,708.00,9.20,79612.00,
IL,Coles County,7657.00,17.50,1567.00,19.10,57712.00,
IL,Cook County,688627.00,13.70,201104.00,19.10,76614.00,
IL,Crawford County,2050.00,11.90,596.00,16.50,66333.00,
IL,Cumberland County,958.00,9.40,284.00,12.60,79140.00,
IL,DeKalb County,12554.00,13.20,3051.00,14.60,71882.00,
IL,De Witt County,1631.00,10.80,488.00,15.50,64262.00,
IL,Douglas County,1697.00,8.70,545.00,11.50,67796.00,
IL,DuPage County,61619.00,6.80,15067.00,7.60,102383.00,
IL,Edgar County,2277.00,14.20,634.00,19.90,63430.00,
IL,Edwards County,675.00,11.20,203.00,15.50,58387.00,
IL,Effingham County,3133.00,9.20,939.00,11.80,74800.00,
IL,Fayette County,2513.00,13.30,693.00,16.80,57729.00,
IL,Ford County,1516.00,11.80,497.00,16.60,67135.00,
IL,Franklin County,7166.00,19.50,2267.00,28.90,49108.00,
IL,Fulton County,3997.00,12.90,1038.00,16.40,57362.00,
IL,Gallatin County,905.00,19.10,242.00,26.40,51367.00,
IL,Greene County,1528.00,13.30,424.00,17.50,58196.00,
IL,Grundy County,3677.00,7.00,1179.00,9.40,93882.00,
IL,Hamilton County,1058.00,13.40,329.00,18.50,56984.00,
IL,Hancock County,2091.00,12.30,608.00,16.90,63324.00,
IL,Hardin County,637.00,17.80,201.00,33.00,46568.00,
IL,Henderson County,732.00,12.00,176.00,16.00,61892.00,
IL,Henry County,4131.00,8.70,1213.00,12.00,70517.00,
IL,Iroquois County,3119.00,12.00,913.00,16.70,65181.00,
IL,Jackson County,11569.00,23.30,2678.00,27.70,44756.00,
IL,Jasper County,966.00,10.60,275.00,13.40,66290.00,
IL,Jefferson County,5096.00,14.70,1499.00,19.10,58623.00,
IL,Jersey County,2057.00,10.00,513.00,12.40,72363.00,
IL,Jo Daviess County,1828.00,8.50,432.00,11.40,67217.00,
IL,Johnson County,1692.00,15.50,375.00,17.40,59794.00,
IL,Kane County,41027.00,8.10,12945.00,10.80,93475.00,
IL,Kankakee County,13994.00,13.60,4656.00,19.90,70494.00,
IL,Kendall County,7862.00,5.80,2573.00,7.10,102509.00,
IL,Knox County,6788.00,15.00,1870.00,19.70,57666.00,
IL,Lake County,56275.00,8.20,16332.00,10.20,101621.00,
IL,La Salle County,15239.00,14.50,4735.00,21.50,64711.00,
IL,Lawrence County,2109.00,16.60,542.00,20.00,57460.00,
IL,Lee County,3757.00,12.10,870.00,13.50,67371.00,
IL,Livingston County,4054.00,12.00,1188.00,15.80,74418.00,
IL,Logan County,3303.00,13.60,885.00,17.00,53775.00,
IL,McDonough County,4971.00,20.40,999.00,21.40,52812.00,
IL,McHenry County,18106.00,5.90,4801.00,7.00,99128.00,
IL,McLean County,18099.00,11.20,3486.00,9.90,71825.00,
IL,Macon County,14579.00,14.80,4565.00,20.50,60648.00,
IL,Macoupin County,5241.00,12.10,1326.00,14.90,69880.00,
IL,Madison County,31585.00,12.30,8199.00,15.00,67441.00,
IL,Marion County,5518.00,15.30,1735.00,20.60,58489.00,
IL,Marshall County,1345.00,11.80,404.00,17.50,69593.00,
IL,Mason County,1598.00,12.70,498.00,19.20,60784.00,
IL,Massac County,2076.00,15.20,687.00,23.90,52880.00,
IL,Menard County,1034.00,8.60,314.00,12.40,78115.00,
IL,Mercer County,1318.00,8.60,382.00,12.10,70430.00,
IL,Monroe County,2115.00,6.10,407.00,5.50,100487.00,
IL,Montgomery County,3862.00,15.10,1023.00,18.70,56381.00,
IL,Morgan County,3606.00,12.00,997.00,16.90,64842.00,
IL,Moultrie County,1428.00,10.20,448.00,12.80,75505.00,
IL,Ogle County,4320.00,8.50,1230.00,11.20,78577.00,
IL,Peoria County,23909.00,13.80,7560.00,18.40,65421.00,
IL,Perry County,2720.00,14.90,694.00,18.20,53051.00,
IL,Piatt County,1211.00,7.30,278.00,7.80,85430.00,
IL,Pike County,2345.00,16.60,652.00,20.20,54244.00,
IL,Pope County,589.00,15.90,113.00,29.70,54878.00,
IL,Pulaski County,1188.00,24.50,396.00,39.80,44873.00,
IL,Putnam County,419.00,7.50,120.00,11.60,83029.00,
IL,Randolph County,3999.00,14.60,1066.00,18.20,62575.00,
IL,Richland County,2208.00,14.50,622.00,18.50,56831.00,
IL,Rock Island County,20347.00,14.80,7160.00,23.20,62652.00,
IL,St. Clair County,39066.00,15.70,13003.00,22.80,67185.00,
IL,Saline County,4253.00,18.90,1144.00,25.50,50979.00,
IL,Sangamon County,21500.00,11.20,6112.00,14.80,73684.00,
IL,Schuyler County,971.00,14.60,183.00,15.80,62968.00,
IL,Scott County,542.00,11.50,151.00,15.70,64853.00,
IL,Shelby County,2327.00,11.30,574.00,13.40,65396.00,
IL,Stark County,595.00,11.40,184.00,16.20,59234.00,
IL,Stephenson County,6005.00,14.00,1950.00,21.70,60988.00,
IL,Tazewell County,11269.00,8.90,3241.00,11.70,73285.00,
IL,Union County,3383.00,20.70,1021.00,30.30,51116.00,
IL,Vermilion County,12043.00,17.30,4020.00,24.50,52083.00,
IL,Wabash County,1497.00,13.90,399.00,17.10,63777.00,
IL,Warren County,2410.00,15.60,759.00,21.20,57357.00,
IL,Washington County,1082.00,8.10,282.00,10.20,71958.00,
IL,Wayne County,2158.00,13.70,690.00,20.00,53359.00,
IL,White County,1972.00,15.10,558.00,19.50,54611.00,
IL,Whiteside County,6944.00,12.90,2017.00,17.40,62038.00,
IL,Will County,48828.00,7.10,14858.00,9.20,97076.00,
IL,Williamson County,8195.00,12.70,2306.00,16.60,64152.00,
IL,Winnebago County,42830.00,15.40,14090.00,22.00,62557.00,
IL,Woodford County,2572.00,6.90,685.00,7.80,85892.00,
IN,Indiana,827927.00,12.50,238070.00,15.40,66768.00,
IN,Adams County,4070.00,11.50,1963.00,17.80,60620.00,
IN,Allen County,44410.00,11.50,13746.00,14.20,65967.00,
IN,Bartholomew County,10442.00,12.70,2598.00,13.30,68910.00,
IN,Benton County,872.00,10.10,299.00,14.40,62248.00,
IN,Blackford County,1492.00,12.70,490.00,19.00,54825.00,
IN,Boone County,3825.00,5.20,885.00,4.80,102805.00,
IN,Brown County,1489.00,9.70,354.00,14.10,74161.00,
IN,Carroll County,2106.00,10.30,549.00,12.60,64731.00,
IN,Cass County,4823.00,13.10,1545.00,18.70,60452.00,
IN,Clark County,11755.00,9.60,3341.00,12.70,68493.00,
IN,Clay County,3302.00,12.70,998.00,17.00,59057.00,
IN,Clinton County,3592.00,11.20,1217.00,14.50,60916.00,
IN,Crawford County,1879.00,18.00,528.00,24.50,53547.00,
IN,Daviess County,3498.00,10.70,1319.00,13.60,63777.00,
IN,Dearborn County,5353.00,10.60,1310.00,12.00,77621.00,
IN,Decatur County,2828.00,10.90,825.00,13.60,65847.00,
IN,De Kalb County,3956.00,9.20,1196.00,11.70,72910.00,
IN,Delaware County,19758.00,19.00,3937.00,20.50,54059.00,
IN,Dubois County,3606.00,8.40,1016.00,9.80,71171.00,
IN,Elkhart County,26704.00,13.10,8928.00,16.30,63777.00,
IN,Fayette County,3290.00,14.30,934.00,18.80,54892.00,
IN,Floyd County,7971.00,10.10,2374.00,13.40,74264.00,
IN,Fountain County,2026.00,12.30,564.00,16.30,63973.00,
IN,Franklin County,2091.00,9.10,586.00,11.60,74779.00,
IN,Fulton County,2779.00,13.80,787.00,16.90,62412.00,
IN,Gibson County,3139.00,9.70,925.00,12.10,66247.00,
IN,Grant County,11806.00,19.30,3984.00,29.20,51053.00,
IN,Greene County,3888.00,12.70,1144.00,17.70,61663.00,
IN,Hamilton County,16387.00,4.50,3619.00,4.00,117068.00,
IN,Hancock County,4103.00,5.00,941.00,5.10,87845.00,
IN,Harrison County,3020.00,7.70,858.00,10.10,72259.00,
IN,Hendricks County,9627.00,5.40,2401.00,5.50,94760.00,
IN,Henry County,6269.00,13.90,1577.00,16.30,54714.00,
IN,Howard County,12517.00,15.20,3928.00,21.20,56960.00,
IN,Huntington County,4554.00,12.80,1102.00,14.10,59491.00,
IN,Jackson County,5032.00,11.10,1359.00,12.30,66082.00,
IN,Jasper County,3108.00,9.40,970.00,13.10,75738.00,
IN,Jay County,2728.00,13.70,1025.00,20.60,57690.00,
IN,Jefferson County,3640.00,11.90,905.00,14.50,64214.00,
IN,Jennings County,3307.00,12.20,1018.00,16.50,63597.00,
IN,Johnson County,12267.00,7.60,3437.00,8.80,83036.00,
IN,Knox County,4988.00,14.60,1300.00,17.60,58238.00,
IN,Kosciusko County,8459.00,10.70,2346.00,12.80,71611.00,
IN,Lagrange County,3154.00,7.80,1191.00,9.40,81010.00,
IN,Lake County,72873.00,14.70,23234.00,20.50,66169.00,
IN,La Porte County,16055.00,15.30,4794.00,20.80,66336.00,
IN,Lawrence County,5525.00,12.40,1388.00,14.80,60141.00,
IN,Madison County,18875.00,15.00,5514.00,20.30,58926.00,
IN,Marion County,149846.00,15.70,48991.00,21.00,62776.00,
IN,Marshall County,4719.00,10.30,1438.00,13.00,70938.00,
IN,Martin County,1232.00,12.80,345.00,16.50,64216.00,
IN,Miami County,4366.00,13.60,1375.00,18.90,60835.00,
IN,Monroe County,23312.00,18.20,2982.00,14.00,64299.00,
IN,Montgomery County,4082.00,11.00,1313.00,15.50,66283.00,
IN,Morgan County,6594.00,9.20,1772.00,11.50,75542.00,
IN,Newton County,1703.00,12.50,446.00,16.00,66837.00,
IN,Noble County,4571.00,9.80,1439.00,12.80,69567.00,
IN,Ohio County,553.00,9.10,149.00,12.20,70618.00,
IN,Orange County,2809.00,14.50,880.00,20.30,54128.00,
IN,Owen County,2964.00,14.00,869.00,20.40,62460.00,
IN,Parke County,2213.00,14.40,738.00,20.50,64700.00,
IN,Perry County,2903.00,16.60,637.00,16.50,55503.00,
IN,Pike County,1410.00,11.80,419.00,15.90,63487.00,
IN,Porter County,15180.00,8.90,3737.00,10.30,84352.00,
IN,Posey County,2416.00,9.70,605.00,11.40,75907.00,
IN,Pulaski County,1660.00,13.50,477.00,17.90,60487.00,
IN,Putnam County,3125.00,9.50,904.00,12.70,68301.00,
IN,Randolph County,3714.00,15.40,1216.00,22.70,56920.00,
IN,Ripley County,3410.00,12.00,879.00,13.10,63571.00,
IN,Rush County,2003.00,12.20,508.00,14.10,61653.00,
IN,St. Joseph County,34388.00,13.20,10857.00,17.70,61028.00,
IN,Scott County,3720.00,15.40,1097.00,20.10,57837.00,
IN,Shelby County,6233.00,14.10,1824.00,18.70,66045.00,
IN,Spencer County,1850.00,9.30,434.00,10.20,70440.00,
